Year,Tm,Player,Pos,College/Univ
1964,OAK,Dan Conners,LB,Miami (FL)
1964,SDG,John Kirby,LB,Nebraska
1964,DEN,Marv Woodson,DB,Indiana
1964,KAN,Ken Kortas,DT,Louisville
1964,NYJ,Gerry Philbin,DE,Buffalo
1964,DEN,Matt Snorton,TE,Michigan St.
1964,BUF,George Rose,DB,Auburn
1964,HOU,Bobby Crenshaw,T,Baylor
1964,OAK,George Bednar,T,Notre Dame
1964,SDG,Perry Lee Dunn,RB,Mississippi
1964,BUF,Butch Byrd,DB,Boston Univ.
1964,KAN,Ed Lothamer,DT,Michigan St.
1964,NYJ,Jim Evans,WR,Texas-El Paso
1964,BUF,Paul Warfield,WR,Ohio St.
1964,BOS,Jon Morris,C,Holy Cross
1964,HOU,Ode Burrell,RB,Mississippi St.
1964,OAK,Bill Budness,LB,Boston Univ.
1964,SDG,Dave Parks,SE,Texas Tech
1964,HOU,John Varnell,T,West Texas A&M
1964,KAN,Tom Keating,DT,Michigan
1964,NYJ,Ben McGee,DE,Jackson St.
1964,SDG,Pete Goimarac,C,West Virginia
1964,BUF,Mike Reilly,LB,Iowa
1964,HOU,Sid Blanks,RB,Texas A&M-Kingsville
1964,OAK,Don Green,DB,Susquehanna
1964,SDG,Gary Kirner,G,USC
1964,DEN,Don Shackelford,G,Pacific
1964,KAN,Duke Carlisle,DB,Texas
1964,NYJ,Ralph Baker,LB,Penn St.
1964,KAN,Joe Don Looney,HB,Oklahoma
1964,BOS,Jim Mazurek,G,Syracuse
1964,HOU,Dave Wilcox,LB,Oregon
1964,DEN,Al Denson,FL,Florida A&M
1964,SDG,Willie Brown,WR,USC
1964,DEN,Ray Kubala,C,Texas A&M
1964,KAN,John Simon,E,Notre Dame
1964,SDG,Roger Anderson,DT,Virginia Union
1964,BOS,T.W. Alley,T,William & Mary
1964,BUF,Roger Pillath,T,Wisconsin
1964,DEN,Jerry Richardson,DB,West Texas A&M
1964,OAK,John Sapinsky,T,William & Mary
1964,SDG,Pat Batten,FB,Hardin-Simmons
1964,DEN,Wally Hilgenberg,LB,Iowa
1964,KAN,Hal Bedsole,TE,USC
1964,NYJ,Steve Wright,T,Alabama
1964,BOS,J.D. Garrett,HB,Grambling St.
1964,BOS,Roger LaLonde,DT,Muskingum
1964,HOU,Ezell Seals,HB,Prairie View A&M
1964,OAK,Vince Petno,DB,The Citadel
1964,SDG,George Seals,G,Missouri
1964,DEN,John Mims,T,Rice
1964,KAN,Tony DiMidio,T,West Chester
1964,NYJ,Sherman Lewis,DB,Michigan St.
1964,BOS,Len St. Jean,G,Northern Michigan
1964,BUF,Paul Martha,DB,Pittsburgh
1964,HOU,Jerry Burton,HB,Northwestern St. (LA)
1964,OAK,J.R. Williamson,LB,Louisiana Tech
1964,OAK,Herschel Turner,T,Kentucky
1964,KAN,Clay Stephens,E,Notre Dame
1964,SDG,Bob Long,FL,Wichita St.
1964,NYJ,Ken Bowman,C,Wisconsin
1964,BUF,Howard Simpson,DE,Auburn
1964,BUF,Earl Lattimer,FB,Michigan St.
1964,HOU,Sammy Odom,DT,Northwestern St. (LA)
1964,OAK,Mel Renfro,DB,Oregon
1964,SDG,Dick Bowman,E,Syracuse
1964,BUF,Bobby Smith,HB,North Texas
1964,KAN,Tommy Crutcher,LB,TCU
1964,NYJ,Bob Lacey,WR,North Carolina
1964,BOS,John Barrett,HB,Boston Col.
1964,BUF,Cloyd Webb,E,Iowa
1964,HOU,Owen De Janovich,G,Northern Arizona
1964,OAK,Larry Rakestraw,QB,Georgia
1964,SDG,Bob Horton,LB,Boston Univ.
1964,DEN,Paul Krause,DB,Iowa
1964,BUF,Willie Ross,FB,Nebraska
1964,NYJ,Rudy Johnson,HB,Nebraska
1964,BUF,Pete Gogolak,K,Cornell
1964,KAN,Jack Adams,E,Virginia Tech
1964,HOU,Benny Nelson,DB,Alabama
1964,OAK,Billy Lothridge,DB,Georgia Tech
1964,SDG,Ron Carpenter,LB,Texas A&M
1964,DEN,Charlie Parker,G,Southern Miss
1964,KAN,Orville Hudson,E,East Texas A&M
1964,NYJ,Jeff Ware,LB,Pittsburgh
1964,BOS,Joe Scarpati,DB,North Carolina St.
1964,BUF,Joe O'Donnell,G,Michigan
1964,KAN,Jay Wilkinson,HB,Duke
1964,OAK,Mickey Babb,E,Georgia
1964,SDG,Kenny Graham,DB,Washington St.
1964,DEN,Bob Hayes,SE,Florida A&M
1964,KAN,Paul Costa,TE,Notre Dame
1964,NYJ,Charley Brooks,E,Memphis
1964,BUF,Remi Prudhomme,C,LSU
1964,BOS,Jim Wilson,G,Georgia
1964,HOU,Ken Henson,C,TCU
1964,OAK,Fred Polser,G,East Texas A&M
1964,SDG,Howard Kindig,DE,Los Angeles St.
1964,DEN,Chuck Logan,TE,Northwestern
1964,KAN,Jim Snowden,T,Notre Dame
1964,NYJ,Herman Johnson,DB,Michigan St.
1964,BOS,Tony Gibbons,T,John Carroll
1964,BUF,Bill Simpson,T,Baylor
1964,HOU,Pat Crain,FB,Clemson
1964,OAK,Mike Giers,T,USC
1964,SDG,Ed Mitchell,G,Southern
1964,DEN,Bob Cherry,E,Wittenberg
1964,KAN,Roger Staubach,QB,Navy
1964,NYJ,Ray Popp,LB,Pittsburgh
1964,BOS,Pete Pedro,HB,West Texas A&M
1964,BUF,John Hilton,TE,Richmond
1964,HOU,Bill Munson,QB,Utah St.
1964,OAK,Ron Wilkening,HB,North Dakota
1964,SDG,Bob Daugherty,HB,Tulsa
1964,DEN,Jim McNaughton,E,Utah St.
1964,KAN,Jack Petersen,T,Nebraska-Omaha
1964,NYJ,Bob Lehman,G,Notre Dame
1964,BOS,Gary Wood,QB,Cornell
1964,BUF,Larry Kramer,T,Nebraska
1964,HOU,Dick Leeuwenburg,T,Stanford
1964,OAK,Fred Lewis,HB,Massachusetts
1964,SDG,John Farris,G,San Diego St.
1964,DEN,George Mira,QB,Miami (FL)
1964,KAN,Jerry Knoll,T,Washington
1964,NYJ,Bill Scott,G,Memphis
1964,BOS,Joe Tiller,T,Montana St.
1964,BUF,Hagood Clarke,DB,Florida
1964,HOU,Bob Nichols,T,Stanford
1964,OAK,Ron Calcagno,QB,Santa Clara
1964,SDG,Bob Robinson,G,Mississippi
1964,DEN,Odell Barry,WR,Findlay
1964,KAN,Jerry Lamb,E,Arkansas
1964,NYJ,Glen Condren,DT,Oklahoma
1964,BOS,Bill Dawson,TE,Florida St.
1964,BUF,Don Montgomery,E,North Carolina St.
1964,HOU,Carl Robinson,T,Prairie View A&M
1964,OAK,Tom Michel,HB,East Carolina
1964,SDG,Paul Cercel,C,Pittsburgh
1964,KAN,Sandy Sands,E,Texas
1964,KAN,Bob Hohn,DB,Nebraska
1964,NYJ,Dick Shiner,QB,Maryland
1964,BOS,Lonnie Farmer,LB,Chattanooga
1964,BUF,Bob Dugan,T,Mississippi St.
1964,HOU,Pete Jaquess,DB,Eastern New Mexico
1964,OAK,Ed Beard,LB,Tennessee
1964,SDG,Dick Klein,T,Wichita St.
1964,DEN,Dick Herzing,T,Drake
1964,KAN,Bob Burrows,T,East Texas A&M
1964,NYJ,Larry Hand,DE,Appalachian St.
1964,BOS,Tony Lawrence,T,Bowling Green
1964,BUF,John Deibert,T,Penn St.
1964,HOU,Jerry Cole,HB,Texas St.
1964,OAK,Carleton Oats,DT,Florida A&M
1964,SDG,Allen Robinson,HB,BYU
1964,DEN,Gary Lewis,RB,Arizona St.
1964,KAN,Dick Evers,T,Colorado St.
1964,NYJ,Will Radosevich,T,Wyoming
1964,BOS,Dave Archer,T,Syracuse
1964,BUF,John Briscoe,LB,Arizona
1964,HOU,Ed Kesler,FB,North Carolina
1964,OAK,Jim Long,FB,Fresno St.
1964,SDG,Chuck Hinton,C,Mississippi
1964,DEN,Ken Brusven,T,Oregon St.
1964,KAN,Bud Abell,LB,Missouri
1964,NYJ,Cornell Gordon,DB,North Carolina A&T
1964,BOS,Dave Humenik,T,Notre Dame
1964,BUF,John Evans,T,Memphis
1964,HOU,Jim Whitehead,T,Georgia
1964,OAK,Bill Curry,C,Georgia Tech
1964,SDG,Ron Smith,QB,Richmond
1964,DEN,Mickey Bitsko,LB,Dayton
1964,KAN,Bob Young,T,Austin
1964,NYJ,Mike Mayne,E,Idaho
1964,BOS,Larry Bartolameolli,T,Western Michigan
1964,BUF,Dick Schott,T,Louisville
1964,HOU,John Garrett,LB,Oklahoma
1964,OAK,Kent Francisco,T,UCLA
1964,SDG,Bill Van Burkleo,HB,Tulsa
1964,DEN,Jim Jones,SE,Wisconsin
1964,KAN,Jerry McClurg,T,Colorado
1964,NYJ,Jerry Rhome,QB,Tulsa
1964,BOS,Bryan Generalovich,E,Pittsburgh
1964,BUF,Tom Urbanik,DB,Penn St.
1964,HOU,Dick Bowe,T,Rice
1964,OAK,Terry Sieg,HB,Virginia
1964,SDG,Tommy Lucas,G,Mississippi
1964,DEN,Bob Berry,QB,Oregon
1964,KAN,Phil Zera,HB,St. Joseph's (IN)
1964,NYJ,John Butler,FB,San Diego St.
1964,BOS,Dick Niglio,HB,Yale
1964,BUF,Allen Jacobs,FB,Utah
1964,HOU,Alex Zenko,T,Kent St.
1964,OAK,Gordon Guest,QB,Arkansas
1964,SDG,Frank Kinard,FB,Mississippi
1965,HOU,Larry Elkins,WR,Baylor
1965,NYJ,Joe Namath,QB,Alabama
1965,OAK,Harry Schuh,T,Memphis
1965,NYJ,Tom Nowatzke,FB,Indiana
1965,KAN,Gale Sayers,RB,Kansas
1965,SDG,Steve DeLong,DE,Tennessee
1965,BOS,Jerry Rush,DT,Michigan St.
1965,BUF,Jim Davidson,T,Ohio St.
1965,DEN,Dick Butkus,LB,Illinois
1965,HOU,Malcolm Walker,C,Rice
1965,OAK,Fred Biletnikoff,WR,Florida St.
1965,NYJ,John Huarte,QB,Notre Dame
1965,KAN,Jack Chapple,LB,Stanford
1965,SDG,Roy Jefferson,WR,Utah
1965,HOU,Ralph Neely,T,Oklahoma
1965,KAN,Ronnie Caveness,LB,Arkansas
1965,DEN,Glenn Ressler,G,Penn St.
1965,HOU,Ernie Koy,RB,Texas
1965,OAK,Bob Svihus,T,USC
1965,NYJ,Verlon Biggs,DE,Jackson St.
1965,KAN,Mike Curtis,LB,Duke
1965,SDG,Allen Brown,TE,Mississippi
1965,BOS,Jim Whalen,TE,Boston Col.
1965,BUF,Al Atkinson,LB,Villanova
1965,DEN,George Donnelly,DB,Illinois
1965,HOU,Bobby Maples,C,Baylor
1965,OAK,Gus Otto,LB,Missouri
1965,NYJ,Bob Schweickert,QB,Virginia Tech
1965,KAN,Otis Taylor,WR,Prairie View A&M
1965,SDG,Steve Tensi,QB,Florida St.
1965,BOS,Ellis Johnson,HB,Southeastern Louisiana
1965,KAN,Frank Pitts,WR,Southern
1965,DEN,Bob Breitenstein,T,Tulsa
1965,HOU,Frank Molden,DT,Jackson St.
1965,DEN,Max Leetzow,DE,Idaho
1965,NYJ,Glenn Sasser,DE,North Carolina St.
1965,KAN,Smith Reed,HB,Alcorn St.
1965,SDG,Rick Redman,LB,Washington
1965,BOS,Corwyn Aldredge,E,Northwestern St. (LA)
1965,BUF,Dave Simmons,LB,Georgia Tech
1965,DEN,Tom Wilhelm,T,Syracuse
1965,HOU,Dennis Murphy,DT,Florida
1965,HOU,Russell Wayt,LB,Rice
1965,NYJ,Don Hoovler,LB,Ohio
1965,KAN,John Wilbur,G,Stanford
1965,SDG,Will Beasley,FB,North Carolina A&T
1965,BOS,Justin Canale,G,Mississippi St.
1965,BUF,Lance Rentzel,WR,Oklahoma
1965,DEN,Jim Garcia,DE,Purdue
1965,KAN,Gloster Richardson,WR,Jackson St.
1965,NYJ,Archie Roberts,QB,Columbia
1965,NYJ,Jim Harris,DT,Utah St.
1965,KAN,Lou Bobich,DB,Michigan St.
1965,SDG,Jack Snow,WR,Notre Dame
1965,BOS,Tom Neville,T,Mississippi St.
1965,BUF,Marty Schottenheimer,LB,Pittsburgh
1965,DEN,Jon Hohman,G,Wisconsin
1965,HOU,Ray Ogden,TE,Alabama
1965,HOU,Roy Hilton,DE,Jackson St.
1965,NYJ,Rick McCurdy,DE,Oklahoma
1965,KAN,Danny Thomas,QB,SMU
1965,SDG,Clancy Williams,DB,Washington St.
1965,BOS,Fred Brown,LB,Miami (FL)
1965,BUF,Ray Rissmiller,T,Georgia
1965,DEN,Gerry Bussell,DB,Georgia Tech
1965,HOU,George Kinney,DE,Wiley
1965,OAK,Rich Zecher,DT,Utah St.
1965,NYJ,Jimmy Sidle,RB,Auburn
1965,KAN,Joe Cerne,C,Northwestern
1965,SDG,Jerry Whelchel,QB,Massachusetts
1965,BOS,Bob Malone,T,Louisiana Tech
1965,BUF,Al Nelson,DB,Cincinnati
1965,DEN,Gene Jeter,LB,Texas Southern
1965,HOU,Maxie Williams,G,Southeastern Louisiana
1965,OAK,Craig Morton,QB,California
1965,NYJ,Frank Lambert,P,Mississippi
1965,KAN,Bob Howard,DB,Stanford
1965,SDG,Gene Foster,RB,Arizona St.
1965,BUF,Chuck Mercein,RB,Yale
1965,BUF,Floyd Hudlow,DB,Arizona
1965,DEN,Tom Vaughn,DB,Iowa St.
1965,HOU,Kent McCloughan,DB,Nebraska
1965,OAK,Bill Minor,LB,Illinois
1965,NYJ,Jim Gray,DB,Toledo
1965,KAN,Al Piraino,T,Wisconsin
1965,SDG,Veran Smith,G,Utah St.
1965,BOS,John Frechette,T,Boston Col.
1965,BUF,Doug Goodwin,RB,MD-Eastern Shore
1965,DEN,Tom Myers,QB,Northwestern
1965,HOU,Robert Reed,G,Tennessee St.
1965,BUF,Chuck Hurston,DE,Auburn
1965,NYJ,John Berrington,LB,Iowa St.
1965,KAN,Mike Cox,LB,Iowa St.
1965,SDG,Jim Allison,RB,San Diego St.
1965,BOS,Jim Weatherly,DB,Mississippi
1965,BUF,Pete Mills,WR,Wichita St.
1965,DEN,Mike Strofolino,LB,Villanova
1965,HOU,Bobby Felts,HB,Florida A&M
1965,OAK,Wally Mahle,DB,Syracuse
1965,NYJ,Sonny Utz,FB,Virginia Tech
1965,KAN,Bob Bonds,DB,San Jose St.
1965,SDG,Bill Quigley,LB,Villanova
1965,BOS,Charlie Green,QB,Wittenberg
1965,BUF,Bob Timberlake,K,Michigan
1965,DEN,John Frick,G,Ohio
1965,HOU,Norm Evans,T,TCU
1965,OAK,Loren Hawley,DB,California
1965,NYJ,Gary Plumlee,DT,New Mexico
1965,KAN,Fred Dotson,DB,Wiley
1965,SDG,Don Floyd,E,Florida St.
1965,BOS,Jay Cunningham,DB,Bowling Green
1965,BUF,Lyn Hart,DB,Virginia St.
1965,DEN,Jeff Jordan,DB,Tulsa
1965,HOU,Tony Guillory,LB,Lamar
1965,OAK,Bill Cronin,TE,Boston Col.
1965,NYJ,Jim Burt,DB,Western Kentucky
1965,KAN,Dave Powless,G,Illinois
1965,SDG,Mike Howell,DB,Grambling St.
1965,BOS,Ted Rodosovich,G,Cincinnati
1965,BUF,John Meyer,LB,Notre Dame
1965,DEN,Brian Schweda,DE,Kansas
1965,HOU,Junior Coffey,RB,Washington
1965,OAK,Fred Hill,TE,USC
1965,NYJ,Seth Cartwright,DT,Prairie View A&M
1965,KAN,Stan Irvine,T,Colorado
1965,SDG,John Godden,LB,San Diego St.
1965,BOS,George Pyne,DT,Olivet
1965,BUF,Bruce Airheart,HB,North Dakota St.
1965,BUF,John Fouse,E,Arizona
1965,HOU,Jim Grisham,FB,Oklahoma
1965,OAK,Garry Porterfield,DE,Tulsa
1965,NYJ,Charlie Browning,HB,Washington
1965,KAN,Don Croftcheck,G,Indiana
1965,SDG,Leon Hardy,T,Texas Southern
1965,BOS,White Graves,DB,LSU
1965,BUF,John Henderson,WR,Michigan
1965,BOS,David Lee,E,Louisiana Tech
1965,HOU,Russ Mundy,HB,West Texas A&M
1965,OAK,John Dugan,T,Holy Cross
1965,DEN,Larry Dupree,HB,Florida
1965,KAN,Jerry Smith,TE,Arizona St.
1965,SDG,Bob Evans,DE,Texas A&M
1965,BOS,Ed Meixler,LB,Boston Univ.
1965,BUF,Ray Hinze,T,Texas A&M
1965,DEN,Ron Oelschlager,HB,Kansas
1965,HOU,Frank Fox,T,Sam Houston St.
1965,OAK,Frank McClendon,T,Alabama
1965,NYJ,Mitch Dudek,T,Xavier (OH)
1965,KAN,Mike Alford,C,Auburn
1965,SDG,Braden Beck,K,Stanford
1965,BOS,Jim Nance,RB,Syracuse
1965,BUF,Frank Marchlewski,C,Minnesota
1965,DEN,Terry Metchner,G,Albion
1965,HOU,Gus Brezina,G,Houston
1965,OAK,Bo Scott,RB,Ohio St.
1965,NYJ,Troy Allen,DB,Western Michigan
1965,KAN,Bill Symons,HB,Colorado
1965,SDG,Jack Edwards,C,Florida St.
1965,BOS,Fred Fugazzi,FB,Missouri Valley
1965,BUF,John Henry,DT,Boston Univ.
1966,MIA,Jim Grabowski,RB,Illinois
1966,MIA,Rick Norton,QB,Kentucky
1966,BOS,Karl Singer,T,Purdue
1966,DEN,Jerry Shay,DT,Purdue
1966,HOU,Tommy Nobis,LB,Texas
1966,KAN,Aaron Brown,DE,Minnesota
1966,SDG,Don Davis,DT,Los Angeles St.
1966,BUF,Mike Dennis,RB,Mississippi
1966,NYJ,William Yearby,DE,Michigan
1966,OAK,Rodger Bird,DB,Kentucky
1966,MIA,Frank Emanuel,LB,Tennessee
1966,BOS,Jim Boudreaux,T,Louisiana Tech
1966,DEN,Freeman White,TE,Nebraska
1966,HOU,Stan Hindman,DE,Mississippi
1966,NYJ,Sam Ball,T,Kentucky
1966,KAN,Francis Peay,T,Missouri
1966,SDG,Nick Rassas,DB,Notre Dame
1966,BUF,Jim Lindsey,RB,Arkansas
1966,OAK,Butch Allison,T,Missouri
1966,MIA,Larry Gagner,G,Florida
1966,BOS,Harold Lucas,T,Michigan St.
1966,DEN,Bob Hadrick,E,Purdue
1966,HOU,George Rice,DT,LSU
1966,NYJ,Carl McAdams,DT,Oklahoma
1966,KAN,Walt Barnes,DT,Nebraska
1966,SDG,Milt Morin,TE,Massachusetts
1966,BUF,Randy Jackson,T,Florida
1966,OAK,Tom Mitchell,TE,Bucknell
1966,MIA,Dick Leftridge,FB,West Virginia
1966,DEN,Randy Johnson,QB,Texas A&M-Kingsville
1966,HOU,George Allen,T,West Texas A&M
1966,NYJ,Jim Waskiewicz,C,Wichita St.
1966,NYJ,Phil Sheridan,E,Notre Dame
1966,KAN,Elijah Gibson,HB,Bethune-Cookman
1966,SDG,Charlie Brown,DB,Syracuse
1966,BUF,Bobby Burnett,RB,Arkansas
1966,OAK,Dick Tyson,G,Tulsa
1966,MIA,Grady Bolton,T,Mississippi St.
1966,BOS,John Mangum,DT,Southern Miss
1966,DEN,Billy Clay,DB,Mississippi
1966,HOU,Hoyle Granger,RB,Mississippi St.
1966,NYJ,Ben Hawkins,WR,Arizona St.
1966,KAN,Doug Van Horn,G,Ohio St.
1966,SDG,Russ Smith,RB,Miami (FL)
1966,BUF,Bob Sherlag,WR,Memphis
1966,OAK,Pete Banaszak,RB,Miami (FL)
1966,MIA,Ed Weisacosky,LB,Miami (FL)
1966,BOS,Dan Irby,T,Louisiana Tech
1966,DEN,James Fulgham,T,Minnesota
1966,HOU,Dave Long,DE,Iowa
1966,NYJ,Emerson Boozer,RB,MD-Eastern Shore
1966,KAN,John Osmond,C,Tulsa
1966,NYJ,Dick Lemay,G,Vanderbilt
1966,SDG,Gary Pettigrew,DT,Stanford
1966,BUF,Bill Johnson,HB,Univ. of the South
1966,MIA,Don Hansen,LB,Illinois
1966,BOS,Jim Battle,T,Southern
1966,DEN,Jerry Jones,T,Bowling Green
1966,HOU,Pep Menefee,WR,New Mexico St.
1966,NYJ,Joe Dobson,T,Idaho
1966,KAN,Charlie Gogolak,K,Princeton
1966,OAK,Frank McRae,DT,Tennessee St.
1966,SDG,Jim Tolbert,DB,Lincoln (MO)
1966,DEN,Scotty Glacken,QB,Duke
1966,MIA,Bob Petrella,DB,Tennessee
1966,BOS,Sam Montgomery,DB,Southern
1966,DEN,Goldie Sellers,DB,Grambling St.
1966,HOU,Dan Bland,HB,Mississippi St.
1966,NYJ,Pete Lammons,TE,Texas
1966,KAN,Fletcher Smith,DB,Tennessee St.
1966,SDG,Doug Buffone,LB,Louisville
1966,BUF,Paul Guidry,LB,McNeese St.
1966,MIA,Bill Matan,DE,Kansas St.
1966,BOS,Doug Satcher,LB,Southern Miss
1966,DEN,Ronald Sbranti,LB,Utah St.
1966,HOU,Dick Suffel,DB,Texas St.
1966,NYJ,James Jones,E,Nebraska-Omaha
1966,KAN,Dick Smith,DB,Northwestern
1966,OAK,Clifton Kinney,LB,San Diego St.
1966,SDG,Taft Reed,DB,Jackson St.
1966,BUF,Jim Carter,DE,Tennessee St.
1966,MIA,Pat Killorin,C,Syracuse
1966,BOS,Dennis Brewster,T,BYU
1966,DEN,Larry Cox,DT,Abilene Christian
1966,HOU,Wilbur Aylor,DT,Texas St.
1966,NYJ,Bill Wolski,FB,Notre Dame
1966,KAN,Fred Dawston,DB,South Carolina St.
1966,OAK,Tony Jeter,TE,Nebraska
1966,SDG,Dan Pride,LB,Jackson St.
1966,BUF,Bobby Crockett,SE,Arkansas
1966,MIA,Sammy Price,RB,Illinois
1966,NYJ,Gerry Allen,RB,Nebraska-Omaha
1966,DEN,James Burns,G,Northwestern
1966,HOU,Monte Ledbetter,WR,Northwestern St. (LA)
1966,NYJ,Bob Walton,T,Auburn
1966,KAN,Willie Ray Smith,DB,Kansas
1966,OAK,Joe Labruzzo,HB,LSU
1966,SDG,Terry Owens,T,Jacksonville St.
1966,BUF,Dale Stewart,HB,Pittsburgh
1966,MIA,Howard Twilley,WR,Tulsa
1966,BOS,Dick Fugere,LB,Cincinnati
1966,NYJ,Steve Chomyszak,DT,Syracuse
1966,HOU,Harry Day,DE,Memphis
1966,NYJ,Ken Hollister,DE,Indiana
1966,KAN,Bill Bonds,DB,McMurry
1966,OAK,Wayne Foster,T,Washington St.
1966,SDG,Ray Jones,HB,Los Angeles St.
1966,BUF,Wayne DeSutter,T,Western Illinois
1966,MIA,Kent Kramer,TE,Minnesota
1966,BOS,Tom Carr,FB,Bates
1966,DEN,Eric Crabtree,WR,Pittsburgh
1966,HOU,Fred Zimmerman,LB,Toledo
1966,NYJ,Stas Maliszewski,LB,Princeton
1966,KAN,Wayne Walker,P,Northwestern St. (LA)
1966,OAK,John Niland,G,Iowa
1966,SDG,Houston Ridge,DE,San Diego St.
1966,BUF,Al McFarlane,HB,Louisville
1966,MIA,Phil Scoggin,K,Texas A&M
1966,BOS,Bob Hall,DB,Brown
1966,DEN,Fred Forsberg,LB,Washington
1966,HOU,Dave Lince,TE,North Dakota
1966,NYJ,Stan Quintana,DB,New Mexico
1966,KAN,Charlie Harraway,RB,San Jose St.
1966,OAK,Mike Johnson,DB,Kansas
1966,SDG,Mike London,LB,Wisconsin
1966,BUF,Tony Golmont,DB,North Carolina St.
1966,MIA,Jerry Oliver,T,Texas St.
1966,BOS,Billy Laird,QB,Louisiana Tech
1966,DEN,Mike Ringer,DB,Oklahoma
1966,HOU,Tom Dillard,T,Austin Peay St.
1966,NYJ,Bill Cody,LB,Auburn
1966,KAN,Bruce Van Dyke,G,Missouri
1966,OAK,Steve Renko,FB,Kansas
1966,SDG,Shelly Novack,E,Long Beach St.
1966,BUF,Allen Smith,RB,Fort Valley St.
1966,MIA,Don Lorenz,DE,S.F. Austin
1966,BOS,Buddy Owens,G,Michigan St.
1966,DEN,Frank Rogers,K,Colorado
1966,HOU,Steve Smith,T,Michigan
1966,NYJ,Ron Acks,LB,Illinois
1966,KAN,Tom Barrington,RB,Ohio St.
1966,OAK,Craig Ritchey,DB,Stanford
1966,SDG,Bill Scott,DB,Idaho
1966,BUF,Ed Russell,T,Illinois
1966,MIA,Mike Bender,G,Arkansas
1966,BOS,Dick Capp,TE,Boston Col.
1966,DEN,Gary Eickman,DE,Illinois
1966,HOU,Lyle Loebach,T,Simpson
1966,NYJ,Tommy Tolleson,WR,Alabama
1966,KAN,Walt Garrison,RB,Oklahoma St.
1966,OAK,Ted Holman,DB,Syracuse
1966,SDG,Ron Ogle,DT,Long Beach St.
1966,BUF,Bill Earhart,DT,Bowling Green
1966,MIA,Rick Kestner,E,Kentucky
1966,BOS,John Pincavage,E,Virginia
1966,DEN,Tom Talaga,T,Notre Dame
1966,HOU,Ed Buzzell,QB,Ottawa (KS)
1966,NYJ,Gerry Mosher,E,California
1966,KAN,Hal Seymour,DB,Florida
1966,OAK,Art Robinson,E,Florida A&M
1966,SDG,John Travis,FB,San Jose St.
1966,BUF,Greg Lashutka,E,Ohio St.
1966,MIA,Doug Moreau,TE,LSU
1966,BOS,Joe Novogratz,G,Pittsburgh
1966,DEN,Tom Coughlin,DE,Miami (FL)
1966,HOU,Frank Fuller,DT,Drake
1966,NYJ,Preston Ridlehuber,RB,Georgia
1966,KAN,Bob Dunlevy,E,West Virginia
1966,OAK,Jack Shinholser,LB,Florida St.
1966,SDG,Jerome Bell,E,Central Oklahoma
1966,BUF,Mel Phillips,DB,North Carolina A&T
1966,MIA,John Tooker,DB,Adams St.
1966,BOS,Paul Soule,HB,Bowdoin
1966,DEN,Cliff Hysell,T,Montana St.
1966,HOU,Dave Odegaard,C,Bemidji St.
1966,NYJ,Randy Schultz,RB,Northern Iowa
1966,KAN,Mike Garrett,RB,USC
1966,OAK,Steve Bowman,HB,Alabama
1966,SDG,Bill McDowell,LB,Florida St.
1966,BUF,Ken McLean,E,Texas A&M
